,0,1,2
0,490008275K,-0.106379,51.517577
1,490001067Q,-0.10359,51.513936
2,490000225S,-0.09984,51.515717
3,49000225SY,-0.097567,51.514936
4,490007596K,-0.089095,51.513395
5,490000013D,-0.089095,51.513395
6,490015079E,-0.084975,51.513452
7,490012783E,-0.082753,51.513515
8,490012755E,-0.07913,51.513303
9,490000003Y,-0.075689,51.514246
10,490000004E,-0.072384,51.515037
11,490018832E,-0.068523,51.516698
12,490010258J,-0.064525,51.518188
13,490009873D,-0.058779,51.519415
14,490004147G,-0.053132,51.520365
15,490015508E2,-0.051148,51.520907
16,490000220E1,-0.046596,51.521858
17,490010513E,-0.044749,51.522231
18,490011315E,-0.040846,51.522813
19,490007341E,-0.036687,51.524326
20,490000146D,-0.03364,51.525122
