,0,1,2
0,490000200E,-0.124285,51.523073
1,490005624S,-0.123489,51.521053
2,490013477A,-0.121704,51.519577
3,490000112M,-0.11976,51.51674
4,490019703Z,-0.118517,51.512637
5,490014271N,-0.115004,51.506259
6,490000254D,-0.113356,51.504269
