,0,1,2
0,490001296N,-0.161278,51.419848
1,490003295N,-0.158965,51.422634
2,490013709S,-0.16348,51.424477
3,490003990P,-0.165836,51.425979
4,490000234H,-0.168374,51.42763
5,490000234N,-0.169077,51.428395
6,490006718H2,-0.173246,51.42989
7,490012920W,-0.176452,51.431747
8,490007123W,-0.18012,51.432479
9,490008430W,-0.183281,51.43295
10,490004621N,-0.18582,51.43495
11,490014127S1,-0.186649,51.437265
12,490008502N,-0.186964,51.4395
13,490006306C,-0.187715,51.442337
14,490001088N,-0.189617,51.443372
15,490008074N,-0.189279,51.446073
16,490013088N,-0.189397,51.448548
17,490013484N,-0.190083,51.451589
18,490009631N,-0.192224,51.453861
19,490014184T,-0.192807,51.456226
20,490011413Q,-0.192372,51.457398
21,490013707K,-0.190159,51.459495
22,490001311E,-0.188125,51.461048
23,490012212E,-0.18685,51.461989
24,490010963E,-0.183388,51.463617
25,490005045E,-0.181158,51.46467
26,490011065E,-0.179173,51.466078
27,490009262E,-0.177835,51.468584
28,490003543E,-0.174171,51.46984
29,490003687E,-0.172752,51.470043
30,490004568E,-0.169353,51.471132
31,490013443E,-0.164162,51.472409
32,490003685E,-0.161278,51.473209
33,490003690E,-0.155254,51.474418
34,490014497E,-0.152442,51.475228
35,490011361G,-0.15069,51.47547
36,490001016D,-0.147533,51.47696
37,490012235N,-0.149003,51.480147
38,490005064N,-0.149685,51.483224
39,490009205N,-0.150603,51.486152
40,490017850N,-0.151117,51.49089
41,490014051W,-0.149216,51.492668
42,490006404W,-0.147352,51.49351
43,490000248N2,-0.14513,51.496443
