,0,1,2
0,490000807Z,-0.172164,51.475025
1,490010771W,-0.170489,51.477651
2,490010771S,-0.169233,51.47774
3,490010979S,-0.167592,51.475924
4,490013443W1,-0.164162,51.472409
5,490003687W2,-0.172752,51.470043
6,490006722S,-0.170614,51.468049
7,490009843G,-0.169531,51.466324
8,490001069M,-0.168997,51.463724
9,490011066W,-0.172684,51.462002
10,490004538W,-0.175365,51.460471
11,490015372W,-0.179224,51.459721
12,490008418W,-0.183517,51.457818
13,490008093W,-0.187877,51.457149
14,490015546P,-0.189743,51.457627
15,490014189Y,-0.196626,51.457203
