,0,1,2
0,490014050R,-0.143826,51.495812
1,490014051V,-0.149216,51.492668
2,490006399W,-0.151628,51.490736
3,490011763N,-0.156471,51.489949
4,490000206K,-0.156377,51.49227
5,490006224G,-0.1605,51.491128
6,490014150KA,-0.162266,51.490202
7,490009666KB,-0.164763,51.489
8,490005073KC,-0.166634,51.48831
9,490005073KH,-0.169116,51.487845
10,490011754N,-0.170315,51.489923
11,490015421S,-0.173725,51.490723
12,490006514S,-0.176486,51.488698
13,490003726W2,-0.178703,51.487284
14,490005062HA,-0.181817,51.485381
15,490006437HB,-0.184891,51.483792
16,490008380HC,-0.186939,51.482268
17,490005069W,-0.190017,51.480184
18,490000084M,-0.195422,51.480081
