,0,1,2
0,490012162W,-0.143618,51.468407
1,490008921W,-0.147116,51.466997
2,490011360W,-0.149649,51.466317
3,490014192N2,-0.150511,51.466718
4,490011163N,-0.149458,51.470685
5,490012161N,-0.148536,51.472837
6,490001234N,-0.146678,51.474968
7,490001016D,-0.147533,51.47696
8,490012235N,-0.149003,51.480147
9,490005064N,-0.149685,51.483224
10,490009205N,-0.150603,51.486152
11,490005063N,-0.154906,51.489115
12,490011763N,-0.156471,51.489949
13,490000206K,-0.156377,51.49227
14,490011097N,-0.158948,51.496742
15,490000130K1,-0.160508,51.501669
16,490000130KE,-0.163169,51.501772
17,490011822W,-0.166039,51.5017
18,490011198W,-0.169304,51.501841
19,490006691W,-0.173313,51.501759
20,490011750W,-0.176421,51.501879
21,490010728W,-0.182949,51.501468
22,490011761N,-0.18776,51.502244
23,490008288H,-0.191645,51.503095
