,0,1,2
0,490010984U,-0.196487,51.499807
1,490000110A,-0.192792,51.501055
2,490011761M,-0.18776,51.502244
3,490010728S,-0.182949,51.501468
4,490011343S,-0.183713,51.497856
5,490005615S,-0.182994,51.495651
6,490000086B,-0.182658,51.494316
7,490012545E,-0.179698,51.493765
8,490000212E1,-0.174138,51.494094
9,490010603S,-0.172266,51.492274
10,490011754S1,-0.170315,51.489923
11,490005073KJ,-0.169116,51.487845
12,490004809KD,-0.171138,51.486627
13,490015145S,-0.175079,51.483874
14,490005152S,-0.173979,51.482571
15,490010771S,-0.169233,51.47774
16,490010979S,-0.167592,51.475924
17,490013443W1,-0.164162,51.472409
18,490004568W,-0.169353,51.471132
19,490003687W2,-0.172752,51.470043
20,490006722S,-0.170614,51.468049
21,490009843G,-0.169531,51.466324
22,490005332T,-0.168997,51.463724
23,490005333Y,-0.168997,51.463724
24,490004133W,-0.171883,51.459724
