,0,1,2
0,490009631N,-0.192224,51.453861
1,490014184T,-0.192807,51.456226
2,490011413Q,-0.192372,51.457398
3,490013707K,-0.190159,51.459495
4,490001311E,-0.188125,51.461048
5,490012212E,-0.18685,51.461989
6,490004326N,-0.186177,51.463345
7,490008434N,-0.190175,51.467471
8,490010474N,-0.191208,51.470455
9,490011916N,-0.191677,51.47245
10,490010225N,-0.192715,51.475685
11,490013888N,-0.192313,51.477468
12,490007057H,-0.194533,51.479247
13,490010984U,-0.196487,51.499807
14,490000110A,-0.192792,51.501055
15,490008288H,-0.191645,51.503095
