,0,1,2
0,490014733E,-0.196163,51.415272
1,490010023K,-0.193474,51.415635
2,490000216D,-0.192005,51.415309
3,490007938F,-0.185752,51.415984
4,490009830E,-0.183042,51.416131
5,490015237B,-0.178086,51.41816
6,490005223K,-0.178072,51.415981
7,490011789H,-0.178509,51.413299
8,490005068E,-0.174932,51.411418
9,490009003E,-0.173014,51.410822
10,490009119E,-0.169824,51.408236
11,490006164A,-0.163389,51.408082
12,490013565N1,-0.162093,51.410273
13,490016801S,-0.160687,51.410188
14,490016231S,-0.155334,51.408144
15,490006350N,-0.154646,51.407739
16,490016162N,-0.152621,51.409099
17,490016815E,-0.148375,51.409914
18,490016150E,-0.147472,51.410565
19,490016816E,-0.143355,51.409609
