,0,1,2
0,490000119P,-0.152441,51.503035
1,490000130K2,-0.159915,51.500633
2,490011097S,-0.158948,51.496742
3,490015175C,-0.156377,51.49227
4,490000206M,-0.157324,51.491662
5,490011763S,-0.154906,51.489115
6,490002219Z,-0.152658,51.487695
7,490009205E,-0.150603,51.486152
8,490005064S,-0.149685,51.483224
9,490012235S,-0.149003,51.480147
10,490001016C,-0.147533,51.47696
11,490001234S,-0.146678,51.474968
12,490012161S2,-0.148536,51.472837
13,490011163S,-0.149458,51.470685
14,490014192S,-0.150511,51.466718
15,490005919S,-0.14996,51.464317
16,490004912S,-0.149217,51.462057
17,490013803E,-0.145934,51.461717
