,0,1,2
0,490011673W,-0.144957,51.461306
1,490004913W,-0.149965,51.461349
2,490006945W,-0.154303,51.46122
3,490005330W,-0.158558,51.461377
4,490006403W,-0.162773,51.461092
5,490005333Z,-0.166097,51.460767
6,490005333V,-0.168997,51.463724
7,490001069M,-0.168997,51.463724
8,490011066W,-0.172684,51.462002
9,490004538W,-0.175365,51.460471
10,490015372W,-0.179224,51.459721
11,490008418W,-0.183517,51.457818
12,490008093W,-0.187877,51.457149
13,490015546P,-0.189743,51.457627
14,490014189Y,-0.196626,51.457203
